,lat,lon,name,stop_id
0,53.3522443611407,-6.263723218918821,Parnell Square West,2
1,53.352308551434895,-6.26381074216821,Parnell Square West,3
2,53.3525745131874,-6.264175486037931,Parnell Square West,4
3,53.352749335706996,-6.26445380396429,Parnell Square West,6
4,53.352840910580795,-6.2645702612174405,Parnell Square West,7
5,53.353272271484606,-6.26518367657395,Parnell Square West,8
6,53.3533921036497,-6.26538912389949,Parnell Square West,10
7,53.3568152335319,-6.26467919507521,St Joseph's Parade,11
8,53.35710751620461,-6.26438186733525,Upper Dorset Street,12
9,53.358531237878196,-6.2627765057086595,Dorset Street Lower,14
10,53.360266707598896,-6.26097804267247,Innisfallen Parade,15
11,53.3663915571432,-6.3056141835273305,Nephin Road Park,16
12,53.363078324380396,-6.25839928847829,Drumcondra Rail Stn,17
13,53.36585592591911,-6.2559568206783,Dargle Road,18
14,53.3672348759349,-6.25559994097697,Botanic Avenue,19
15,53.3701011992972,-6.254310599044371,DCU St Patrick's,21
16,53.373503609743096,-6.25280375269001,Home Farm Road,22
17,53.3742282800816,-6.25626100416695,Ferguson Road,23
18,53.3751331588865,-6.2603723481231395,Walsh Road,24
19,53.3758994661498,-6.26361773641705,Rathlin Road,25
20,53.379438960013104,-6.26658526125999,Ballymun Road,27
21,53.381578637630504,-6.2660022707773395,Hampstead Avenue,28
22,53.383488252948204,-6.26566910125412,Albert College Park,29
23,53.370331900195104,-6.30460116922909,Ventry Park,30
24,53.3860332259168,-6.2688580772749605,St Pappin's Road,31
25,53.386195568076104,-6.27137720104136,Stormanstown Road,32
26,53.3887179243081,-6.271771141224459,Glasnevin Drive,33
27,53.3862067871037,-6.270910692540951,Dean Swift Road,35
28,53.3861268504134,-6.2678770697833395,Maolbuille Road,36
29,53.385346401196394,-6.2648869813179004,DCU Ballymun Road,37
30,53.382236594166095,-6.26550952120501,Hampstead Avenue,38
31,53.3804141869347,-6.265658759065841,The Rise,39
32,53.3766607654531,-6.2646689685279,Stella Avenue,40
33,53.375559268328296,-6.2618580062466505,Home Farm Road,41
34,53.37465027346,-6.2574611897212895,Corpus Christi NS,42
35,53.3738612202293,-6.2539013104338705,Achill Road,43
36,53.373017409122895,-6.2521323032429095,Skylon Hotel,44
37,53.36993643440311,-6.254106940849611,DCU St Patrick's,45
38,53.367131016217606,-6.255258556550079,Botanic Avenue,46
39,53.3639161189952,-6.25729825652797,Drumcondra Rail Stn,47
40,53.36225739012529,-6.25880841233312,Fitzroy Avenue,48
41,53.3600042378903,-6.26085350834049,Dorset Street Lower,49
42,53.3578104088118,-6.26327157246547,Temple Street,51
43,53.3566607792373,-6.26456528204094,Dorset Street Upper,52
44,53.3600144884247,-6.26279128910748,North Circular Road,53
45,53.3602216080572,-6.26590803396304,Mater Hospital,54
46,53.3604116029257,-6.26846957982232,Mountjoy,55
47,53.360759724606396,-6.2763736549140505,Dalymount,56
48,53.360816224294204,-6.27655167484326,Dalymount,57
49,53.3609462458936,-6.28120420246718,Churchview Home,58
50,53.361018010198606,-6.28494256312823,Annamoe Terrace,59
51,53.3612792196503,-6.28936450005441,Quarry Road,60
52,53.366792437295196,-6.292750108058491,Faussaugh Avenue,63
53,53.367088582068796,-6.29523278220332,Faussaugh Ave Church,64
54,53.3672546442408,-6.29805127641295,Dingle Road,65
55,53.3672749883724,-6.3007403455498805,Broombridge Road,66
56,53.36907750804811,-6.30424523466637,Ventry Drive,68
57,53.3713925640956,-6.3033417168952095,Carnlough Road,69
58,53.370257689331,-6.304438805303481,Ventry Park,71
59,53.3689699260271,-6.30426453600159,Ventry Drive,72
60,53.3673915527279,-6.30072067865566,Faussagh Avenue,73
61,53.367200238565594,-6.29549881400774,Faussaugh Ave Church,74
62,53.366547229896796,-6.2913173193678995,Fionnbarra GAA,75
63,53.36130918190471,-6.2895736523468395,Quarry Road,77
64,53.361149215192796,-6.2840658352747,Annamoe Terrace,78
65,53.3610212509784,-6.280795505621481,Churchview Home,79
66,53.3608629632753,-6.2760539615295805,Phibsborough PO,80
67,53.3608757479082,-6.271966626916031,Phibsborough,81
68,53.360797795917904,-6.27154908016377,Phibsborough,82
69,53.36027924982471,-6.26554509616271,Mater Hospital,83
70,53.3601625615987,-6.263701780590969,Leo Street,84
71,53.3739579526161,-6.25191342966416,Wellpark Avenue,85
72,53.3760502204615,-6.25116639066164,Home Farm FC,86
73,53.3767517255744,-6.25488028992455,Clare Road,87
74,53.3772872553016,-6.25769922864556,Walnut Rise,88
75,53.386385531676204,-6.26526567275517,Albert College Court,90
76,53.38842788965079,-6.26540814207678,Ballymun Road NS,91
77,53.3898373340536,-6.264674240361001,Ballymun Library,92
78,53.3923014677522,-6.264152975610089,Gateway Avenue,93
79,53.396034762414,-6.26437695995443,Civic Centre,94
80,53.397773070168505,-6.26771985697008,Balbutcher Lane,102
81,53.3997562075198,-6.276812945025231,Poppintree Parade,104
82,53.402936396684105,-6.281692696469441,Belclare Park,105
83,53.4020356254354,-6.27968361815457,Crannogue Road,107
84,53.397938640963794,-6.26860038147326,Árd Na Meala,110
85,53.3961544015487,-6.26395104030175,Civic Centre,112
86,53.392267962928706,-6.26370325464242,Trinity Comp School,113
87,53.391333322056894,-6.263711229252321,Ballymun Road,114
88,53.387964091989495,-6.265036100481441,Ballymun Road Church,115
89,53.37769346064611,-6.25966673989331,Griffith Lawns,116
90,53.3773659067276,-6.2575457084552095,Walnut Rise,117
91,53.376643001693296,-6.25359209857676,Clare Road,118
92,53.3751904807261,-6.25076574528229,The Village,119
93,53.3990954666878,-6.264086960560401,Nursing Home,126
94,53.3991075304829,-6.263680428239669,Nursing Home,127
95,53.3898903154498,-6.27142293606873,Glasnevin Drive,129
96,53.390092012762004,-6.27418126942501,Glasnevin Park,130
97,53.390385890264795,-6.27834923697204,Willow Park Road,131
98,53.390796927590294,-6.286301509472881,Grove Park Road,133
99,53.3930945913226,-6.28607386543557,Sycamore Road,134
100,53.394380201391705,-6.28985659650005,McKee Road,136
101,53.392316719632596,-6.29263079481428,Clancy Avenue,137
102,53.3899950092694,-6.29180657264737,St Canice's BNS,138
103,53.390445085094,-6.2780912446871,Willow Park Road,141
104,53.3901982852644,-6.2740717219552895,Glasnevin Park,142
105,53.3898767084074,-6.269243369980151,Willow Park Avenue,143
106,53.3750401276344,-6.26509558567463,Na Fianna GAA Club,146
107,53.372480226240995,-6.265830862123599,Tolka Bridge,147
108,53.3706701663492,-6.268068507058199,Mobhi Road,148
109,53.3731385872581,-6.26598446613774,Tolka Bridge,149
110,53.375658846188706,-6.264995283028179,Na Fianna GAA Club,150
111,53.3719552600216,-6.2692938277115,Botanic Gardens,151
112,53.375688505625895,-6.270134439462909,Met Eireann,153
113,53.3772589962536,-6.27555703718647,St Brigid's School,154
114,53.377874249289206,-6.2795755271756795,Old Finglas Road,155
115,53.3786233900883,-6.28166473909488,Tolka Estate,156
116,53.3804116224189,-6.28163782517761,Glasilawn Road,157
117,53.3814819498312,-6.283563954050339,Griffith Road,158
118,53.382783719159605,-6.28283511246103,Griffith Parade,159
119,53.3884303639479,-6.28048792293041,Beneavin Road,164
120,53.3890348746741,-6.28377124881093,Beneavin Park,165
121,53.3895835973705,-6.2863051485736,Beneavin School,166
122,53.390186602137796,-6.28698758531702,Beneavin Road,167
123,53.3892599668895,-6.284423734694379,Beneavin Park,168
124,53.38843393467171,-6.280111909958491,Beneavin Court,169
125,53.3821216123005,-6.28054674839464,Glasnamana Place,173
126,53.3806803549497,-6.28095056210767,Tolka Estate,174
127,53.37842425373321,-6.2815675389551,Northland Grove,175
128,53.37803204197579,-6.279298606078041,Old Finglas Road,176
129,53.3804683765696,-6.276224035153789,Ballygall Rd East,177
130,53.381890263171606,-6.27634698261821,Fitzmaurice Road,178
131,53.3803034312785,-6.27600521980129,Ballygall Rd East,179
132,53.3771498433788,-6.2742237068618705,Cremore Avenue,181
133,53.375656766824505,-6.2698050597086,Met Eireann,182
134,53.3723159291239,-6.268753184860341,Botanic Gardens,183
135,53.369703681984994,-6.268979354499249,Botanic Road,184
136,53.3681009359885,-6.27002113927779,St Teresa's Place,185
137,53.3653553426373,-6.27158997755113,Lindsay Grove,186
138,53.3627342523627,-6.2724473653382695,Phibsborough Road,187
139,53.3601206877577,-6.272583149150059,North Circular Road,188
140,53.3571674394906,-6.27346881555335,Fire Station,189
141,53.355125730416795,-6.2733710740057,Broadstone,190
142,53.355017948577796,-6.26903378050287,Western Way,191
143,53.3563972112382,-6.2680764696391,Mountjoy Street,192
144,53.391196305981,-6.2941040348739,Finglas Park,193
145,53.355040649554205,-6.2699793110377,Western Way,194
146,53.355011777879,-6.27357097973092,Broadstone,195
147,53.356883899293,-6.27375070406949,Fire Station,196
148,53.358952631614294,-6.273231373511679,Monck Place,197
